,epoch,loss,accuracy,top_k_acc,val_loss,val_accuracy,val_top_k_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,config/data_loader;args;batch_size,config/optimizer;args;lr,config/optimizer;type,logdir
11,100,3.879292156,0.093600852,0.213109908,4.153401303,0.0188534,0.182513787,22.00104165,FALSE,,,86,f25e5_00011,ad4d1247bac4436d86df82b24531cb50,2022-04-09_09-21-16,1649510476,1900.444866,24949,Cdots-Grand-Mesa,172.28.171.47,1900.444866,0,86,256,0.1,Adam,"/home/acui/projects/csc-2541-project/hyper_results/1649458082/DEFAULT_2022-04-08_18-48-02/DEFAULT_f25e5_00011_11_data_loader;args;batch_size=256,optimizer;args;lr=0.1,optimizer;type=Adam_2022-04-09_06-43-31"
12,100,0.01750987,0.998934659,1,1.283416595,0.264636,0.871439873,55.2472291,FALSE,,,96,f25e5_00012,96930f51fc324e848976c6a1c940f0b9,2022-04-09_10-57-07,1649516227,5438.40426,24941,Cdots-Grand-Mesa,172.28.171.47,5438.40426,0,96,64,0.001,SGD,"/home/acui/projects/csc-2541-project/hyper_results/1649458082/DEFAULT_2022-04-08_18-48-02/DEFAULT_f25e5_00012_12_data_loader;args;batch_size=64,optimizer;args;lr=0.001,optimizer;type=SGD_2022-04-09_08-49-31"
13,100,0.188910266,0.957679332,0.996487038,1.480861026,0.200345,0.818841912,21.6996069,FALSE,,,83,f25e5_00013,255d06fc02754d69a52ffc3412177206,2022-04-09_11-31-02,1649518262,1803.863842,24944,Cdots-Grand-Mesa,172.28.171.47,1803.863842,0,83,256,0.001,SGD,"/home/acui/projects/csc-2541-project/hyper_results/1649458082/DEFAULT_2022-04-08_18-48-02/DEFAULT_f25e5_00013_13_data_loader;args;batch_size=256,optimizer;args;lr=0.001,optimizer;type=SGD_2022-04-09_09-26-25"
14,100,0.074474546,0.982776989,0.999001243,1.316652786,0.330696,0.862341772,56.06755114,FALSE,,,92,f25e5_00014,017cd94b457f4067a6fcc60988cb1b83,2022-04-09_13-03-54,1649523834,5199.438504,24947,Cdots-Grand-Mesa,172.28.171.47,5199.438504,0,92,64,0.01,SGD,"/home/acui/projects/csc-2541-project/hyper_results/1649458082/DEFAULT_2022-04-08_18-48-02/DEFAULT_f25e5_00014_14_data_loader;args;batch_size=64,optimizer;args;lr=0.01,optimizer;type=SGD_2022-04-09_11-00-54"
15,100,0.009915158,0.999588068,1,1.169854906,0.272243,0.875758272,21.46925187,FALSE,,,93,f25e5_00015,d22df970c01241acb41d4bddff8f77fd,2022-04-09_13-45-15,1649526315,2019.433034,24942,Cdots-Grand-Mesa,172.28.171.47,2019.433034,0,93,256,0.01,SGD,"/home/acui/projects/csc-2541-project/hyper_results/1649458082/DEFAULT_2022-04-08_18-48-02/DEFAULT_f25e5_00015_15_data_loader;args;batch_size=256,optimizer;args;lr=0.01,optimizer;type=SGD_2022-04-09_11-37-10"
16,100,1.037622212,0.697998047,0.879794034,1.453022163,0.278877,0.809731013,59.75915837,FALSE,,,94,f25e5_00016,5f18bce044704827aa012aa1f5ef3333,2022-04-09_15-17-01,1649531821,5347.941127,28853,Cdots-Grand-Mesa,172.28.171.47,5347.941127,0,94,64,0.1,SGD,"/home/acui/projects/csc-2541-project/hyper_results/1649458082/DEFAULT_2022-04-08_18-48-02/DEFAULT_f25e5_00016_16_data_loader;args;batch_size=64,optimizer;args;lr=0.1,optimizer;type=SGD_2022-04-09_13-11-32"
17,100,0.167783574,0.951246449,0.996071555,1.508795774,0.29506,0.824115349,21.39784598,FALSE,,,99,f25e5_00017,ba706fc6b04042918830c561f864daae,2022-04-09_15-58-29,1649534309,2141.345364,22129,Cdots-Grand-Mesa,172.28.171.47,2141.345364,0,99,256,0.1,SGD,"/home/acui/projects/csc-2541-project/hyper_results/1649458082/DEFAULT_2022-04-08_18-48-02/DEFAULT_f25e5_00017_17_data_loader;args;batch_size=256,optimizer;args;lr=0.1,optimizer;type=SGD_2022-04-09_13-47-49"
18,100,0.685844176,0.788884943,0.937721946,1.197572238,0.303797,0.85403481,73.35026026,FALSE,,,89,f25e5_00018,04d87bf5c8184a1884e548ad077a27c4,2022-04-09_17-49-49,1649540989,6651.918538,6916,Cdots-Grand-Mesa,172.28.171.47,6651.918538,0,89,64,0.001,Adam,"/home/acui/projects/csc-2541-project/hyper_results/1649458082/DEFAULT_2022-04-08_18-48-02/DEFAULT_f25e5_00018_18_data_loader;args;batch_size=64,optimizer;args;lr=0.001,optimizer;type=Adam_2022-04-09_15-22-43"
19,100,0.209105915,0.936687678,0.992961648,1.35336585,0.314097,0.850608915,21.90939212,FALSE,,,98,f25e5_00019,58aa712b1515474599c27eba0ffba28b,2022-04-09_18-39-37,1649543977,2163.118251,722,Cdots-Grand-Mesa,172.28.171.47,2163.118251,0,98,256,0.001,Adam,"/home/acui/projects/csc-2541-project/hyper_results/1649458082/DEFAULT_2022-04-08_18-48-02/DEFAULT_f25e5_00019_19_data_loader;args;batch_size=256,optimizer;args;lr=0.001,optimizer;type=Adam_2022-04-09_15-58-54"
20,100,2.860585477,0.277476918,0.482843572,2.913611945,0.118473,0.460443038,74.73385215,FALSE,,,82,f25e5_00020,2ef8b7aabef840faa3d5072cc6863fbe,2022-04-09_20-23-08,1649550188,6160.821368,17974,Cdots-Grand-Mesa,172.28.171.47,6160.821368,0,82,64,0.01,Adam,"/home/acui/projects/csc-2541-project/hyper_results/1649458082/DEFAULT_2022-04-08_18-48-02/DEFAULT_f25e5_00020_20_data_loader;args;batch_size=64,optimizer;args;lr=0.01,optimizer;type=Adam_2022-04-09_18-03-30"
21,100,2.045659287,0.447752131,0.672776989,2.203468847,0.149586,0.639832261,21.81563401,FALSE,,,99,f25e5_00021,b833d634e6ef47ff9fa52bb4dee03f76,2022-04-09_21-22-00,1649553720,2167.040479,11881,Cdots-Grand-Mesa,172.28.171.47,2167.040479,0,99,256,0.01,Adam,"/home/acui/projects/csc-2541-project/hyper_results/1649458082/DEFAULT_2022-04-08_18-48-02/DEFAULT_f25e5_00021_21_data_loader;args;batch_size=256,optimizer;args;lr=0.01,optimizer;type=Adam_2022-04-09_18-40-24"
22,100,4.246863084,0.039484197,0.108065518,4.472156289,0.0112737,0.106803797,74.70344973,FALSE,,,83,f25e5_00022,7bdd2b3154674efa8368c82bb6f624e2,2022-04-09_23-06-07,1649559967,6217.3805,29149,Cdots-Grand-Mesa,172.28.171.47,6217.3805,0,83,64,0.1,Adam,"/home/acui/projects/csc-2541-project/hyper_results/1649458082/DEFAULT_2022-04-08_18-48-02/DEFAULT_f25e5_00022_22_data_loader;args;batch_size=64,optimizer;args;lr=0.1,optimizer;type=Adam_2022-04-09_20-45-49"
23,100,3.879292156,0.093600852,0.213109908,4.153401303,0.0188534,0.182513787,22.07565498,FALSE,,,86,f25e5_00023,3753612d1c68405c9de0db32b0678289,2022-04-09_23-58-53,1649563133,1899.325413,23017,Cdots-Grand-Mesa,172.28.171.47,1899.325413,0,86,256,0.1,Adam,"/home/acui/projects/csc-2541-project/hyper_results/1649458082/DEFAULT_2022-04-08_18-48-02/DEFAULT_f25e5_00023_23_data_loader;args;batch_size=256,optimizer;args;lr=0.1,optimizer;type=Adam_2022-04-09_21-22-26"
