,epoch,loss,accuracy,top_k_acc,val_loss,val_accuracy,val_top_k_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,config/data_loader;args;batch_size,config/optimizer;args;lr,config/optimizer;type,logdir
12,100,0.01819922249,0.9992242908,1,2.929557966,0.4048655063,0.6044303797,13.1022563,FALSE,,,100,4ede7_00012,3fef528f742b49d3be6806c2d1761d14,2022-04-08_02-24-28,1649399068,1293.166064,3079,Cdots-Grand-Mesa,172.28.171.47,1293.166064,0,100,64,0.001,SGD,"/home/acui/projects/csc-2541-project/hyper_results/1649385652/DEFAULT_2022-04-07_22-40-52/DEFAULT_4ede7_00012_12_data_loader;args;batch_size=64,optimizer;args;lr=0.001,optimizer;type=SGD_2022-04-08_01-53-49"
4,99,0.1786579651,0.9539450355,0.9955673759,3.043704712,0.4032832278,0.5994857595,12.64947772,FALSE,,,99,4ede7_00004,1af71ad89eb249d292a7411dab9f329e,2022-04-08_00-02-53,1649390573,1278.053247,3084,Cdots-Grand-Mesa,172.28.171.47,1278.053247,0,99,64,0.1,SGD,"/home/acui/projects/csc-2541-project/hyper_results/1649385652/DEFAULT_2022-04-07_22-40-52/DEFAULT_4ede7_00004_4_data_loader;args;batch_size=64,optimizer;args;lr=0.1,optimizer;type=SGD_2022-04-07_23-32-37"
16,99,0.1786579651,0.9539450355,0.9955673759,3.043704712,0.4032832278,0.5994857595,12.64243102,FALSE,,,99,4ede7_00016,714e7978740c4e409241aea6379d6fea,2022-04-08_03-25-24,1649402724,1282.196621,17112,Cdots-Grand-Mesa,172.28.171.47,1282.196621,0,99,64,0.1,SGD,"/home/acui/projects/csc-2541-project/hyper_results/1649385652/DEFAULT_2022-04-07_22-40-52/DEFAULT_4ede7_00016_16_data_loader;args;batch_size=64,optimizer;args;lr=0.1,optimizer;type=SGD_2022-04-08_02-54-57"
1,95,0.6733010179,0.8562065972,0.9594835069,2.963123369,0.3208409926,0.5162454044,5.180631876,FALSE,,,95,4ede7_00001,cb85f92822aa4662b9da3b813552845e,2022-04-07_23-10-40,1649387440,501.3686852,3078,Cdots-Grand-Mesa,172.28.171.47,501.3686852,0,95,256,0.001,SGD,"/home/acui/projects/csc-2541-project/hyper_results/1649385652/DEFAULT_2022-04-07_22-40-52/DEFAULT_4ede7_00001_1_data_loader;args;batch_size=256,optimizer;args;lr=0.001,optimizer;type=SGD_2022-04-07_22-40-53"
13,95,0.6733010179,0.8562065972,0.9594835069,2.963123369,0.3208409926,0.5162454044,5.32465291,FALSE,,,95,4ede7_00013,660355aae1e6420da20e67ecd0584550,2022-04-08_02-33-02,1649399582,511.8534968,3075,Cdots-Grand-Mesa,172.28.171.47,511.8534968,0,95,256,0.001,SGD,"/home/acui/projects/csc-2541-project/hyper_results/1649385652/DEFAULT_2022-04-07_22-40-52/DEFAULT_4ede7_00013_13_data_loader;args;batch_size=256,optimizer;args;lr=0.001,optimizer;type=SGD_2022-04-08_02-02-54"
9,98,1.799400485,0.4997829861,0.73203125,2.815481758,0.3108685662,0.5243910846,5.288401365,FALSE,,,98,4ede7_00009,8e5ef25ef8d04b1588ea5d109657b678,2022-04-08_01-25-49,1649395549,528.3744836,3077,Cdots-Grand-Mesa,172.28.171.47,528.3744836,0,98,256,0.01,Adam,"/home/acui/projects/csc-2541-project/hyper_results/1649385652/DEFAULT_2022-04-07_22-40-52/DEFAULT_4ede7_00009_9_data_loader;args;batch_size=256,optimizer;args;lr=0.01,optimizer;type=Adam_2022-04-08_00-49-02"
21,98,1.799400485,0.4997829861,0.73203125,2.815481758,0.3108685662,0.5243910846,5.301731348,FALSE,,,98,4ede7_00021,fff11192221d45dcb89ae8141cd603ba,2022-04-08_04-49-04,1649407744,548.1201811,5435,Cdots-Grand-Mesa,172.28.171.47,548.1201811,0,98,256,0.01,Adam,"/home/acui/projects/csc-2541-project/hyper_results/1649385652/DEFAULT_2022-04-07_22-40-52/DEFAULT_4ede7_00021_21_data_loader;args;batch_size=256,optimizer;args;lr=0.01,optimizer;type=Adam_2022-04-08_04-11-50"
8,99,2.914965726,0.2682180851,0.4673758865,3.188704774,0.2191455696,0.4032832278,17.06275082,FALSE,,,99,4ede7_00008,af18b199920a45fa960d178298b58bf1,2022-04-08_01-16-40,1649395000,1656.710791,3073,Cdots-Grand-Mesa,172.28.171.47,1656.710791,0,99,64,0.01,Adam,"/home/acui/projects/csc-2541-project/hyper_results/1649385652/DEFAULT_2022-04-07_22-40-52/DEFAULT_4ede7_00008_8_data_loader;args;batch_size=64,optimizer;args;lr=0.01,optimizer;type=Adam_2022-04-08_00-39-54"
20,99,2.914965726,0.2682180851,0.4673758865,3.188704774,0.2191455696,0.4032832278,17.37713742,FALSE,,,99,4ede7_00020,808ed0c7db744a3d94914d626609047e,2022-04-08_04-39-32,1649407172,1660.882625,19894,Cdots-Grand-Mesa,172.28.171.47,1660.882625,0,99,64,0.01,Adam,"/home/acui/projects/csc-2541-project/hyper_results/1649385652/DEFAULT_2022-04-07_22-40-52/DEFAULT_4ede7_00020_20_data_loader;args;batch_size=64,optimizer;args;lr=0.01,optimizer;type=Adam_2022-04-08_04-02-33"
11,97,3.902969639,0.08569878472,0.2000868056,4.002362919,0.07576976103,0.1834788603,5.306482315,FALSE,,,97,4ede7_00011,2b74225b13b64e92ba04ec3273e3d2f8,2022-04-08_02-02-35,1649397755,525.8026118,3082,Cdots-Grand-Mesa,172.28.171.47,525.8026118,0,97,256,0.1,Adam,"/home/acui/projects/csc-2541-project/hyper_results/1649385652/DEFAULT_2022-04-07_22-40-52/DEFAULT_4ede7_00011_11_data_loader;args;batch_size=256,optimizer;args;lr=0.1,optimizer;type=Adam_2022-04-08_01-26-02"
23,97,3.902969639,0.08569878472,0.2000868056,4.002362919,0.07576976103,0.1834788603,5.289931774,FALSE,,,97,4ede7_00023,88e03cf1214d400596c87d37ec0b61d7,2022-04-08_05-26-06,1649409966,527.3137293,6804,Cdots-Grand-Mesa,172.28.171.47,527.3137293,0,97,256,0.1,Adam,"/home/acui/projects/csc-2541-project/hyper_results/1649385652/DEFAULT_2022-04-07_22-40-52/DEFAULT_4ede7_00023_23_data_loader;args;batch_size=256,optimizer;args;lr=0.1,optimizer;type=Adam_2022-04-08_04-49-19"
10,7,4.375424615,0.03213652482,0.08144946809,4.386922335,0.03223892405,0.08583860759,16.89684629,FALSE,,,7,4ede7_00010,f7b6947d2413421a8982ca07f7ed7a77,2022-04-08_01-28-09,1649395689,125.4231415,3081,Cdots-Grand-Mesa,172.28.171.47,125.4231415,0,7,64,0.1,Adam,"/home/acui/projects/csc-2541-project/hyper_results/1649385652/DEFAULT_2022-04-07_22-40-52/DEFAULT_4ede7_00010_10_data_loader;args;batch_size=64,optimizer;args;lr=0.1,optimizer;type=Adam_2022-04-08_01-16-59"
22,7,4.375424615,0.03213652482,0.08144946809,4.386922335,0.03223892405,0.08583860759,16.92309332,FALSE,,,7,4ede7_00022,78ad290cbf6246df946260e99231fbc6,2022-04-08_04-51-25,1649407885,125.5421429,21355,Cdots-Grand-Mesa,172.28.171.47,125.5421429,0,7,64,0.1,Adam,"/home/acui/projects/csc-2541-project/hyper_results/1649385652/DEFAULT_2022-04-07_22-40-52/DEFAULT_4ede7_00022_22_data_loader;args;batch_size=64,optimizer;args;lr=0.1,optimizer;type=Adam_2022-04-08_04-39-52"
